District,Area,Type,Good,Electricity,Television,Owned,Rented,cluster
Vaishali,Chak Sikandar,Rural,10.3,0.2,16.8,99.8,0.2,0
Vaishali,Chak Uphraul,Rural,47.8,4.3,17.4,100,0,1
Vaishali,Khajauta,Rural,24.7,5.6,12.8,100,0,0
Vaishali,Mohanpur,Rural,42.8,26.5,10.8,100,0,1
Vaishali,Kazipatti,Rural,30.8,4.6,11.5,100,0,0
Vaishali,Raghopur Chaturang,Rural,8.8,0,7.4,61.8,0,0
Vaishali,Arazi Shampur,Rural,61.5,0,15.4,100,0,1
Vaishali,Chak Ibrahim,Rural,31.4,15.7,12.4,95,4.1,0
Vaishali,Raghopur Chaturang,Rural,41.1,8.4,22.4,99.1,0,1
Vaishali,Bishunpur Rajkhan,Rural,47.5,20,21.6,97.9,2.1,1
Vaishali,Chak Mangar,Rural,24.3,6.8,26.2,99,0,0
Vaishali,Sitalpur Kamalpur,Rural,47.8,6.4,27.3,99,0.6,1
Vaishali,Bulan Sarae,Rural,22.1,25.4,12.9,100,0,0
Vaishali,Kutubpur Motaluke Biddupur,Rural,46.3,18.8,9.2,98.2,1.1,1
Vaishali,Dilawarpur Hemti,Rural,72.5,36.3,29.2,99.4,0,1
Vaishali,Chak Masud,Rural,59.4,0,75,96.9,0,1
Vaishali,Damaipatti,Rural,28.8,69.2,9.6,100,0,2
Vaishali,Bishanpur Kakrahta,Rural,51.2,10,12,96.8,1.5,1
Vaishali,Basantpur Kakrahta Urf Milki,Rural,37,0.5,12.5,99.5,0,0
Vaishali,Uphraul,Rural,56.7,0.6,17.2,98.7,1.3,1
Vaishali,Sadhullahpur Dhobauli,Rural,59.5,0.5,21.7,99.8,0,1
Vaishali,Sitalpur Kakrahta,Rural,28.2,42.7,12.1,99.6,0,0
Vaishali,Majhauli,Rural,31.3,5.4,20.4,98.3,1.4,0
Vaishali,Mohiuddinpur,Rural,32.8,13.5,29.7,100,0,0
Vaishali,Panapur Kusiari,Rural,11.2,0.7,19.7,100,0,0
Vaishali,Chak Thakursi Urf Kusiari,Rural,34.8,27.7,13.2,99.3,0.3,0
Vaishali,Alampur Kusiari,Rural,35.3,0,17.6,100,0,0
Vaishali,Bishunpur Paltu,Rural,49.4,3.4,20.7,100,0,1
Vaishali,Bishunpur Lala Chak Urf Lalua,Rural,42.4,0,4.7,100,0,1
Vaishali,Lakhni,Rural,23.1,29.8,43.3,99,1,0
Vaishali,Chandpur Chak Makrand,Rural,40.7,22.1,40.7,99.3,0,1
Vaishali,Arazi Kanchanpur,Rural,100,0,0,100,0,1
Vaishali,Arazi Chak Kanchanpur,Rural,48.3,7.5,27.2,100,0,1
Vaishali,Harbanspur,Rural,83.5,52.2,28.7,94.8,4.3,2
Vaishali,Imadpur Kapur Urf Mohim Chak,Rural,20.8,9.7,8.4,93.5,2.6,0
Vaishali,Zakipur Urf Dharampur Motaluke,Rural,88.2,0,29.4,100,0,1
Vaishali,Mohanpur Ishar,Rural,37.2,11.7,26.6,100,0,1
Vaishali,Saidpur Ganesh,Rural,46.3,18.8,22.1,99,0.9,1
Vaishali,Panapur Dharampur,Rural,38.2,36.5,34.7,99.4,0.6,2
Vaishali,Panapur Dharmpur,Rural,50.8,23,13.1,98.4,1.6,1
Vaishali,Kanchanpur,Rural,39,18.8,12.9,99,0.1,1
Vaishali,Rahimapur,Rural,40.3,38.3,27.5,98.8,0.9,2
Vaishali,Chak Kashi,Rural,72.5,12.5,2.5,100,0,1
Vaishali,Ismail Chak,Rural,44.6,59.4,40,100,0,2
Vaishali,Bazidpur Malahi,Rural,34.3,48.1,36.4,99.7,0.3,2
Vaishali,Chak Gangadhar,Rural,44.9,57.1,79.6,100,0,2
Vaishali,Arazi Bhairopur,Rural,20,3.3,50,100,0,0
Vaishali,Pakri,Rural,35.7,22.8,27.5,99.3,0.2,1
Vaishali,Chak Mahbub,Rural,4.1,0,0,100,0,0
Vaishali,Bhairopur,Rural,31.9,18,17.7,95.4,0.5,0
Vaishali,Pakauli,Rural,30.3,21.9,32.7,99.8,0.2,0
Vaishali,Rajasan,Rural,45.3,19.3,20.4,99.8,0.1,1
Vaishali,Panapur Dharampur,Rural,53.8,4.6,6.2,100,0,1
Vaishali,Panapur Dharampur,Rural,96,0,0,100,0,1
Vaishali,Mayil,Rural,58.6,18,32.2,99.1,0.4,1
Vaishali,Daudnagar Motaluke Damaipatti,Rural,36.8,7.4,22.1,99.5,0.4,1
Vaishali,Khilwat,Rural,41.2,6.2,19,99.6,0,1
Vaishali,Kamalpur Singhia,Rural,36.1,14.1,22.5,97.6,0.8,0
Vaishali,Dilawarpur Hemti,Rural,37.9,31.9,27.6,96.6,3.4,1
Vaishali,Dilawarpur Hemti,Rural,46.2,61.5,40.4,96.2,3.8,2
Vaishali,Biddupur,Rural,38.7,30,22,98.5,1.2,1
Vaishali,Ramdauli,Rural,50.4,21,40.8,97.5,0.1,1
Vaishali,Amer,Rural,36.6,14.4,28.3,98.1,0.7,1
Vaishali,Nawanagar,Rural,27.2,17.4,10.9,100,0,0
Vaishali,Nawanagar,Rural,44.3,14.5,19.9,99.2,0.8,1
Vaishali,Bibharpur,Rural,30,6.6,17.7,99.1,0.6,0
Vaishali,Shampur Dayal Deo Narayan Sing,Rural,79.3,1.1,14.2,100,0,1
Vaishali,Madhurapur,Rural,43.1,2.9,25.9,100,0,1
Vaishali,Sadullahpur Chak Farid,Rural,30,4.8,17.6,100,0,0
Vaishali,Chak Sadaili Urf Darwa,Rural,0,0,0,100,0,0
Vaishali,Bishunpur KishunDas Majlishpur,Rural,37.7,0.7,26,100,0,1
Vaishali,Gobindpur,Rural,66.7,0,0,100,0,1
Vaishali,Chak Khaje Ahmad,Rural,0,0,0,0,0,0
Vaishali,Chak Shama,Rural,18.5,0,11.1,100,0,0
Vaishali,Gopalpur Urf Sadullahpur,Rural,0,0,0,100,0,0
Vaishali,Bishunpur Said Ali,Rural,29.9,0.2,0.9,99.5,0.5,0
Vaishali,Gokhulpur,Rural,7.2,0.2,1.4,96.6,0.5,0
Vaishali,Chechar,Rural,27.5,4.2,32.8,98.3,1.2,0
Vaishali,Bagh Said Khan,Rural,58.7,1.8,17.4,99.4,0,1
Vaishali,Gopalpur Chaknai,Rural,13.6,0.3,4.2,99.1,0.9,0
Vaishali,Gobindpur Gokhula,Rural,38.7,6.5,23.1,99.6,0,1
Vaishali,Mathura Sultanpur Pachkatiya,Rural,21.3,3.3,11.5,98.9,0.1,0
Vaishali,Dilawar Gobardhan,Rural,38.5,12.6,21.4,99.5,0.4,1
Vaishali,Chandpur Saidabad,Rural,48,5.5,6.4,99.5,0.5,1
Vaishali,Sultanpur Pachkatia,Rural,4.3,4.3,16.4,100,0,0
Vaishali,Chak Bihari,Rural,12.1,18.5,2.4,98.4,0.8,0
Vaishali,Sultanpur Pachkatia,Rural,0.8,0,11.8,100,0,0
Vaishali,Khanpur Pakri,Rural,44.7,10,23.5,99.7,0.1,1
Vaishali,Dhanauti,Rural,0,0,0,100,0,0
Vaishali,Khajauti,Rural,32.3,0.3,11.6,99.7,0.3,0
Vaishali,Dhanauti,Rural,47.7,0,3.3,100,0,1
Vaishali,Tajpur Kharka,Rural,38,1.1,20.9,99.7,0.3,1
Vaishali,Kalyanpur,Rural,28,5.3,7,98.7,0.4,0
Vaishali,Chak Zainab,Rural,48,0,14.7,100,0,1
Vaishali,Kaila Chak Dilawarpur Gobardha,Rural,42.2,2,13.2,99,0,1
Vaishali,Panapur Sukhanand,Rural,56.4,0.6,32.1,99.7,0,1
Vaishali,Kaithaulia,Rural,46.9,3.3,15.7,99.6,0.3,1
Vaishali,Maniarpur,Rural,59.6,0.5,14.3,99.3,0.5,1
Vaishali,Mustafapur,Rural,20.1,4.1,27.4,98.8,0.2,0
Vaishali,Dharampur Ram Rae,Rural,21.3,0,1.9,36.1,0,0
Vaishali,Panapur Kayam,Rural,42.3,2.4,2,100,0,1
Vaishali,Kutubpur,Rural,43.6,7.4,9.3,98.9,0.2,1
Vaishali,Hasan Chak,Rural,29.4,8.5,12.8,98.9,0.7,0
Vaishali,Gobindpur,Rural,61.5,3.7,17.4,99.8,0.2,1
Vaishali,Jurawanpur Gopalpur,Rural,35.3,1.5,23.3,99.2,0.8,0
Vaishali,Bazidpur Saidat Majhlopur,Rural,58.8,13.8,25.4,99.3,0.7,1
Vaishali,Kutubpur Khalsa,Rural,97.5,34.7,17.4,100,0,1
Vaishali,Sub-Dist - Chehra Kalan,Total,30.2,3.5,11.2,98.8,0.6,0
Vaishali,Sub-Dist - Chehra Kalan,Rural,30.2,3.5,11.2,98.8,0.6,0
Vaishali,Bishunpur Anrra,Rural,13.1,1.1,20.4,98.8,0.1,0
Vaishali,Harpur Anrra,Rural,3.4,0,17.4,97.7,2.3,0
Vaishali,Hedayatpur Katahra Dakhali,Rural,4.5,0,11.7,99.4,0,0
Vaishali,Asadpur Malbhara,Rural,33.9,8.8,10.3,100,0,0
Vaishali,Bathna Mahodat,Rural,30.3,1.3,14.8,98.7,0.6,0
Vaishali,Chehra Kalan Urf Mohammadpur,Rural,22.6,2.1,9,97.8,0.7,0
Vaishali,Karhatia Buzurg,Rural,58,1.7,8,99.2,0.2,1
Vaishali,Kamalpura Urf Rasulpur Patti,Rural,32.5,0.4,3.2,100,0,0
Vaishali,Mansurpur Halayia,Rural,42.5,5.6,10.6,98.7,0.9,1
Vaishali,Chak Hanif Dullah,Rural,67,1.9,20.4,94.4,5.2,1
Vaishali,Mustafapur Halayia,Rural,20.9,3.9,8.7,100,0,0
Vaishali,Shaikhpura,Rural,12.9,0,9.7,83.9,16.1,0
Vaishali,Chak Suleman,Rural,17.7,0.3,8.6,99.4,0,0
Vaishali,Ababakarpur,Rural,64.4,1.3,21.8,99.5,0.3,1
Vaishali,Chal Aulia,Rural,41.7,1.9,8.7,100,0,1
Vaishali,Chapait,Rural,18.3,5.1,20.8,98.7,0.4,0
Vaishali,Sherpur Jalal,Rural,19.3,2.5,15,99.5,0,0
Vaishali,Saraya Urf Rasulpur Habib,Rural,11.7,2.9,8.1,89,3.3,0
Vaishali,Sarae Afzal,Rural,20.5,1.4,10.4,95.5,1.7,0
Vaishali,Mathna Mal Urf Mohammadpur,Rural,23.2,5,12.3,99.2,0.6,0
Vaishali,Mathna Malik Urf Mathna Bhim,Rural,38,16.8,9.7,98.3,0.3,1
Vaishali,Begham Patti,Rural,58.4,0,9,98.2,1.8,1
Vaishali,Chhapra Khajechand,Rural,33.9,1.4,9.3,99.5,0.2,0
Vaishali,Chak Mandi  Urf Chak Moinuddin,Rural,3.6,0,4.8,97.6,1.8,0
Vaishali,Akhtiarpur Sihan,Rural,36.9,6.6,8.6,98.7,0.6,0
Vaishali,Chak Chuhar,Rural,17,0,9.6,100,0,0
Vaishali,Chainpur,Rural,47.5,11.9,17.8,99.7,0,1
Vaishali,Shahpur Khurd,Rural,18.8,5.8,10.3,99.6,0,0
Vaishali,Jalalpur Birbhan,Rural,59.8,0.3,18,99,0.8,1
Vaishali,Mohammadpur Gangti,Rural,43.5,0,10.1,100,0,1
Vaishali,Babbalpur  Chhaurahi,Rural,26.7,0,9.5,97.7,1.3,0
Vaishali,Bhorha Urf Muzaffarpur Murad,Rural,5.1,0.4,4,100,0,0
Vaishali,Rampur Dumri,Rural,14.8,0.9,12.3,100,0,0
Vaishali,Kaila Kalyan,Rural,29.7,0.8,8.6,100,0,0
Vaishali,Salempur Dumaria,Rural,18.1,3.6,6.7,99.2,0.8,0
Vaishali,Rasulpur Fateh,Rural,24.4,0.6,6,99.4,0.1,0
Vaishali,Mohammadpur Tori,Rural,26.1,6.1,6.3,100,0,0
Vaishali,Hedayatpur Haji Chak,Rural,19.3,0.6,7,97.7,0.6,0
Vaishali,Bishunpur Garh,Rural,16.3,0.3,11.3,99.3,0.3,0
Vaishali,Bakhri Sultan,Rural,8.6,2.9,16.2,100,0,0
Vaishali,Bakhri Dua,Rural,20.9,0,3.4,99,1,0
Vaishali,Alipur Sumerganj Urf Ghauspur,Rural,29.4,0,4.3,95.2,4.8,0
Vaishali,Kishunpur Telaur,Rural,29.3,10.3,6.6,99.6,0.4,0
Vaishali,Rasulpur Fateh Hayat Urf Kaili,Rural,0,0,0,100,0,0
Vaishali,Kaila Jalalpur Urf Jalalpur,Rural,59.3,11.8,28.9,99.8,0,1
Vaishali,Khurampur,Rural,12.1,0,4.2,99.5,0.5,0
Vaishali,Rasulpur Daud,Rural,4,0.2,5.5,99.2,0.2,0
Vaishali,Basti,Rural,22.3,2,11.9,99.4,0.2,0
Vaishali,Chhaurahi,Rural,34.5,3.7,12.2,99.8,0.1,0
Vaishali,Tal Sihan,Rural,40.1,0.9,11.4,97.6,1.3,1
Vaishali,Sub-Dist - Desri,Total,39.3,3.5,18.1,97.9,0.8,1
Vaishali,Sub-Dist - Desri,Rural,39.3,3.5,18.1,97.9,0.8,1
Vaishali,Mohammadpur BuzurgUrfLakhanpur,Rural,40.9,0.8,10.6,100,0,1
Vaishali,Lakhanpura,Rural,31,0,7.8,96.6,2.6,0
Vaishali,Khoksa Kalyan,Rural,43.7,12.4,33.2,97.3,1,1
Vaishali,Khoksa Buzurg,Rural,29.9,5.8,29.7,99.5,0,0
Vaishali,Chak Arab,Rural,90.9,0,3,100,0,1
Vaishali,Jafrabad,Rural,38.7,0.7,17.2,97.8,0.5,1
Vaishali,Phatikwara,Rural,52.7,2.5,19.8,100,0,1
Vaishali,Desri,Rural,46.3,4.5,22.6,95.8,3.3,1
Vaishali,Lakhanpur Tal,Rural,70.8,0,22.2,100,0,1
Vaishali,Lakhanpura,Rural,36.1,3.1,11.1,98.9,1.1,0
Vaishali,Rampur Kichni,Rural,47.7,5.1,15.3,98.4,0.9,1
Vaishali,Madhaul Harpur Chand,Rural,10.1,0.7,20.1,100,0,0
Vaishali,Rampur Madhaul,Rural,5.3,2,13.8,97.4,0,0
Vaishali,Madhaul Khurd,Rural,46,0,14.6,98.5,0,1
Vaishali,Madhopur Gajpati,Rural,45.3,4.6,14.6,99.4,0,1
Vaishali,Bishunpur Ijra,Rural,18.7,14.3,7.7,99.5,0.5,0
Vaishali,Sota Urf Milki Chak,Rural,0,15.4,15.4,92.3,7.7,0
Vaishali,Sauta,Rural,30.4,10.9,45.7,100,0,0
Vaishali,Dharampur Ram Rae,Rural,42.3,2.9,11.6,99.2,0.2,1
Vaishali,Mamrezpur,Rural,72.4,0,7.6,99,1,1
Vaishali,Jahangirpur Sham,Rural,35.6,1.1,10.9,94.2,0.6,0
Vaishali,Chainpur Nankar,Rural,29.8,6.3,25.8,99.2,0,0
Vaishali,Bishunpur Chand,Rural,42.8,5.2,37.6,99.2,0,1
Vaishali,Chandpur Nankar,Rural,57.5,2.8,65.7,99.4,0.6,1
Vaishali,Jaga Chandpura,Rural,16.7,0,0,100,0,0
Vaishali,Rasulpur Habib,Rural,25.4,1.7,22.4,95.1,0.8,0
Vaishali,Babhangawan,Rural,100,0,0,0,0,1
Vaishali,Panapur Firoz,Rural,0,0,0,0,0,0
Vaishali,Kuatpur,Rural,0,0,0,100,0,0
Vaishali,Kharkpur Urf Saifabad,Rural,20.2,0.2,20.2,98.6,1.2,0
Vaishali,Tayabpur,Rural,38.7,2.2,14.3,98.6,0,1
Vaishali,Panapur Raghunath,Rural,46.4,0.7,8.2,100,0,1
Vaishali,Chak Bhikhari Urf Bhikhanpura,Rural,51.5,2.3,10.6,97.8,0.2,1
Vaishali,Khurrampur,Rural,46.8,1.7,33.4,99.6,0,1
Vaishali,Azampur,Rural,33.8,1.9,12,98.3,1.2,0
Vaishali,Dharamdaspur,Rural,45.3,17.9,10.5,100,0,1
Vaishali,Uphraul,Rural,43.5,7.2,17.2,99.4,0.5,1
Vaishali,Ghazipur Garahi,Rural,23.8,1.5,6,99.6,0.4,0
Vaishali,Sub-Dist - Goraul,Total,33.8,3.6,12.2,98.9,0.8,0
Vaishali,Sub-Dist - Goraul,Rural,33.8,3.6,12.2,98.9,0.8,0
Vaishali,Bhataulia,Rural,30.5,9.8,14.4,100,0,0
Vaishali,Chainpur Bhataulia,Rural,96.1,5.9,9.8,100,0,1
Vaishali,Enayat Nagar Rasulpur,Rural,49,3.2,8.4,99.5,0.2,1
Vaishali,Bhikhanpura,Rural,41.6,0,14.9,100,0,1
Vaishali,Chakia Urf Chak Akhtiar,Rural,75.9,2.6,4.3,91.4,7.8,1
Vaishali,Beyas Chak,Rural,55.6,4.5,27,100,0,1
Vaishali,Beyas Chak,Rural,8,0,10,99.5,0,0
Vaishali,Makhdumpur Urf Tal Berai,Rural,79.9,18.4,24.7,98.4,1.3,1
Vaishali,Mustafapur Harsher,Rural,13.9,12.1,14.9,99.6,0,0
Vaishali,Chainpur,Rural,67.4,2.2,25,98.4,0,1
Vaishali,Mohammadpur Daria,Rural,23.4,3.9,12.1,100,0,0
Vaishali,Islampur,Rural,21,0.3,7,99.4,0.3,0
Vaishali,Chainpur Bhataulia,Rural,20,0,60,100,0,0
Vaishali,Katar Mala,Rural,48.9,4.8,23,99.2,0.6,1
Vaishali,Sher Beg,Rural,0,0,0,50,50,0
Vaishali,Sadullahpur,Rural,66.7,0,66.7,100,0,1
Vaishali,Adampur,Rural,23.7,3.4,8.1,98.3,1.2,0
Vaishali,Rampur Bakhtaur,Rural,21.7,0,17.7,99.1,0,0
Vaishali,Bahadurpur,Rural,4.3,0,0,100,0,0
Vaishali,Bakhtaurganj,Rural,65.2,7.6,39.4,98.5,1.5,1
Vaishali,Lodipur,Rural,54.4,0.8,8.1,99.7,0,1
Vaishali,Bahadurpur Barahkurwa,Rural,0,0,0,100,0,0
Vaishali,Khajaul Bazidpur,Rural,7,0,21.5,99.1,0.5,0
Vaishali,Malikpur,Rural,23.2,1.4,9.3,100,0,0
Vaishali,Lachhmi Naryanpur,Rural,21.4,0.6,10.5,99.4,0.3,0
Vaishali,Rajkhand,Rural,57.4,0.9,7.1,98.2,0.7,1
Vaishali,Dhane Goraul,Rural,49.7,4,14.2,97.5,0.3,1
Vaishali,Narayanpur Bedaulia,Rural,76,2.8,40.3,83.3,15.3,1
Vaishali,Goraul Bhagwanpur,Rural,33.2,3.4,13.3,98.6,1.1,0
Vaishali,Mohanpur Asli,Rural,30.7,0.9,21.2,100,0,0
Vaishali,Manpura,Rural,59.1,5,45.3,96.9,2.5,1
Vaishali,Bhualpur Urf Bahadurpur,Rural,34.9,0.3,11.7,99.3,0.2,0
Vaishali,Bhanpur Barewa,Rural,10.1,0.3,5.6,88,11.4,0
Vaishali,Dharampur Sewakram,Rural,17.4,0.3,12.3,100,0,0
Vaishali,Rampur Maniram Urf Chandpur,Rural,25.6,1.8,37.4,99.1,0.4,0
Vaishali,Sondho Ratti,Rural,27.8,1.9,15.4,99.5,0.3,0
Vaishali,Ramdaspur Sundarpur Dina,Rural,19.1,10.5,10.1,99.2,0.8,0
Vaishali,Sandhodullah,Rural,29.9,1.6,12.7,99,0.5,0
Vaishali,Rasulpur Hussain Dakhali,Rural,37.1,0,8.3,100,0,0
Vaishali,Majirabad,Rural,38.6,3.2,9,98.4,0.5,1
Vaishali,Madhurapur,Rural,52.5,12,12,100,0,1
Vaishali,Mohammadpur Pajha,Rural,61.2,2.1,6,99.4,0.4,1
Vaishali,Rasulpur Enayat Urf Babhantoli,Rural,29.3,2.8,5.1,99.9,0.1,0
Vaishali,Pirapur Methura,Rural,52.1,0.8,8.4,99.7,0.3,1
Vaishali,Benipatti,Rural,44.8,11.5,9.8,100,0,1
Vaishali,Belwar,Rural,24,6.1,9.2,99,1,0
Vaishali,Rahsa Doew,Rural,22.2,1.5,10,100,0,0
Vaishali,Rasulapur Turki,Rural,18,0.4,13.6,99.8,0,0
Vaishali,Rasul Chak,Rural,0,0,0,100,0,0
Vaishali,Muniampur ChausiwanUrfSarangi,Rural,9.3,0.8,2.4,99.6,0,0
Vaishali,Bishunpur Bendi,Rural,31.1,2.7,16.6,100,0,0
Vaishali,Chhitrauli Mahesh,Rural,37.5,6.2,12.6,99.7,0,0
Vaishali,Piroi Urf Rasulpur Shamshuddin,Rural,39.7,5.2,13.5,99.4,0.2,1
Vaishali,Sarmastpur Jhitkahi,Rural,38.9,6.9,9.2,99.5,0,1
Vaishali,Rasulpur Neyamat,Rural,67.5,12.7,10.2,98,2,1
Vaishali,Rasulpur Koirgawan,Rural,23.4,4,11,99.6,0.1,0
Vaishali,Rampur Sarotar,Rural,47.6,15.1,14.3,100,0,1
Vaishali,Fatehpur Urf Shaikhpur Salema,Rural,31.7,1.4,5.8,100,0,0
Vaishali,Shahpur Ghaus Urf Majhia,Rural,29,2.8,3,99,1,0
Vaishali,Shahpur Ghaus Urf Majhia,Rural,33.5,0.5,9.3,99,0.5,0
Vaishali,Ismailpur,Rural,52.4,2.1,17.2,100,0,1
Vaishali,Paighambarpur,Rural,31.4,1.2,14.2,100,0,0
Vaishali,Chehra khurd Urf Rasulpur Hadi,Rural,24.1,3.9,7.7,99.7,0,0
Vaishali,Sarmastpur Jhitkahi Shamil,Rural,100,42.9,19,100,0,1
Vaishali,Chak Arzani,Rural,83.7,10.1,7.8,100,0,1
Vaishali,Baksawan,Rural,15.3,1.6,3.2,98.9,0.4,0
Vaishali,Mohammadpur Shaikhpura,Rural,39.1,10,3.2,97.8,0,1
Vaishali,Mohammadpur Gangti,Rural,20.3,0,6,100,0,0
Vaishali,Hasanpur Gangti,Rural,16.6,1.2,4.9,99.4,0.6,0
Vaishali,Rasulpur Gangti,Rural,11.7,1,2.6,99,1,0
Vaishali,Kutubpur Shahmal,Rural,16.1,0,8.3,99.5,0,0
Vaishali,Kanhauli Bishunpur Parsi,Rural,30.1,12,24,99.4,0.2,0
Vaishali,Kanhauli Dhanraj,Rural,24.2,3,17.9,99,0.5,0
Vaishali,Mirza Sadullah Urf Khatri Chak,Rural,46.1,13.3,4.4,100,0,1
Vaishali,Said Kanhauli Chak,Rural,40.6,0,23.2,98.6,0.5,1
Vaishali,Manpur,Rural,37,11.6,8.1,99.4,0,0
Vaishali,Mahadeo Math,Rural,23.7,0,1.5,99.5,0.5,0
Vaishali,Fatehpur Ram Mataluke B. P.,Rural,29.9,0,58.2,100,0,0
Vaishali,Bishunpur,Rural,26.4,0.5,13.9,99.5,0,0
Vaishali,Fatehpur Chauthai,Rural,21,0.8,19.3,100,0,0
Vaishali,Panapur,Rural,38.2,0,7,100,0,0
Vaishali,Rampur Rajdhari,Rural,51,1.9,6.7,97.1,2.9,1
Vaishali,Chak Sultan,Rural,0,0,0,100,0,0
Vaishali,Sihpur Kanhauli,Rural,13,0,6.5,97.8,2.2,0
Vaishali,Kalyanpur,Rural,14.5,1.2,1.2,100,0,0
Vaishali,Bishunpur Bejha,Rural,51.2,1.6,14.8,97,2.8,1
Vaishali,Sub-Dist - Hajipur,Total,43.9,37.8,34,94.7,4.4,2
Vaishali,Sub-Dist - Hajipur,Rural,40.1,23.6,25,98.2,1.2,1
Vaishali,Sub-Dist - Hajipur,Urban,52.2,68.5,53.4,87.3,11.5,2
Vaishali,Harauli Fatehpur,Rural,38.4,23.6,14.1,98.7,0.7,1
Vaishali,Shaikhra Urf Shalkhwa,Rural,32.7,6.1,12.2,100,0,0
Vaishali,Arazi Shahbazpur,Rural,49.3,31.4,16.6,99.7,0,1
Vaishali,Chak Bhojmanjari Shabuddin,Rural,38.5,0,53.8,100,0,1
Vaishali,Chak Shama,Rural,40.4,8.5,23.2,99.4,0.6,1
Vaishali,Chak Shama Urf Kazi Chak,Rural,100,18.2,9.1,100,0,1
Vaishali,Daulatpur Chandi,Rural,63.7,18.1,24.7,98.6,0.8,1
Vaishali,Chak Mato Urf Chak Badiuzzama,Rural,73.8,29.5,26.2,100,0,1
Vaishali,Chak Halim,Rural,85.7,0,0,100,0,1
Vaishali,Chak Tula,Rural,89.6,94,80.6,100,0,2
Vaishali,Anrra,Rural,41.4,13.2,18.7,99,0.5,1
Vaishali,Bishunpur Patwa,Rural,27.2,2.5,14.8,100,0,0
Vaishali,Phulhara Ishak,Rural,23.9,6.1,20.2,100,0,0
Vaishali,Chak Maruf,Rural,0,0,0,100,0,0
Vaishali,Salemabad,Rural,45.5,15.2,9.1,98,0,1
Vaishali,Manua,Rural,31.4,29.1,15,98.6,0.9,0
Vaishali,Manua Alah Baksh,Rural,0,0,0,100,0,0
Vaishali,Manua Khalak Dad,Rural,5.1,0,0,100,0,0
Vaishali,Shahzadpur Jitwar,Rural,15.9,25.2,22.4,93.5,6.5,0
Vaishali,Murgia Chak,Rural,54.1,48.6,27,100,0,2
Vaishali,Shahbazpur Patwa,Rural,17.2,30.6,20.6,100,0,0
Vaishali,Ismailpur,Rural,40.7,22.8,25.1,99.8,0.1,1
Vaishali,Jazira Ismailpur,Rural,47.2,26.4,24,100,0,1
Vaishali,Bakarpur,Rural,81.8,90.9,45.5,100,0,2
Vaishali,Bakarpur,Rural,92.3,69.2,46.2,100,0,2
Vaishali,Minapur Rae,Rural,82.8,0,31,93.1,5.2,1
Vaishali,Rampur Dumri,Rural,81.8,72.7,54.5,100,0,2
Vaishali,Kutubpur Dumri,Rural,27.5,32.8,25.2,99.2,0,0
Vaishali,Rae Dih,Rural,38.5,12.8,12.8,94.9,0,1
Vaishali,Shiurampur,Rural,66.9,36.2,33.8,99.4,0,1
Vaishali,Chak Hafiz Amanullah,Rural,84.6,15.4,7.7,100,0,1
Vaishali,Chak Mahmudpur Ali Urf Hargobi,Rural,64,32,20,100,0,1
Vaishali,Minapur Rae,Rural,31.6,21.1,26.3,100,0,0
Vaishali,Chak Said Kari,Rural,44.9,32.7,36.7,95.9,4.1,2
Vaishali,Chak Ataullah,Rural,66.4,46.7,22.1,97.5,2.5,2
Vaishali,Asdharpur,Rural,63.6,25.8,33.7,99.8,0,1
Vaishali,Chak Rabia Urf Rabia Chak,Rural,22.9,14.6,39.6,96.5,1.4,0
Vaishali,Paharpur,Rural,79,3.2,32.3,100,0,1
Vaishali,Ghauspur Ijra,Rural,50.9,22.7,20.3,98.9,1,1
Vaishali,Rasulpur Bhoj Urf Adharpur,Rural,22.9,7.5,6.5,100,0,0
Vaishali,Bedaulia,Rural,1.5,1.5,0.8,100,0,0
Vaishali,Ghoswar,Rural,50.8,46.2,31.8,97.2,0.6,2
Vaishali,Fatehpur Ekara Urf Moghlani,Rural,0,24.5,18.9,100,0,0
Vaishali,Thathan Buzurg,Rural,21.3,4,26.7,97.3,0,0
Vaishali,Kazipur Thathan,Rural,21.1,1.4,6.6,99.7,0.3,0
Vaishali,Fatehpur Chiraimar,Rural,39.3,0,3.6,100,0,1
Vaishali,Pahetia,Rural,41.1,7.3,11.9,99.3,0.5,1
Vaishali,Salempur Kishundas,Rural,0,0,38.8,100,0,0
Vaishali,Salempur Kishundas,Rural,69.5,5.2,12.4,99.6,0,1
Vaishali,Nonpur,Rural,13.5,4.2,5.6,100,0,0
Vaishali,Chak Bhatandi,Rural,22.4,0,24.2,98.2,1.8,0
Vaishali,Bhatandi,Rural,21.6,7.2,28.4,100,0,0
Vaishali,Malikpur PipraUrfPanapur Pipra,Rural,19.9,2.3,9.9,98.8,0,0
Vaishali,Birra,Rural,47.2,44.9,18.2,99.4,0,2
Vaishali,Mirnagar Arazi,Rural,62.5,1,28.8,100,0,1
Vaishali,Afazalpur Dhobghati Saidpur,Rural,22.2,15.7,15.9,99.6,0.2,0
Vaishali,Chak Murad,Rural,27.6,24.1,24.1,100,0,0
Vaishali,Bazidpur,Rural,28.7,9.1,10.5,97.1,0.5,0
Vaishali,Karimabad,Rural,28.3,0,15,100,0,0
Vaishali,Chak Latif Urf Bahora Chak,Rural,0,0,0,100,0,0
Vaishali,Salempur Tole Urf Kodar Katta,Rural,0,0,0,100,0,0
Vaishali,Chak Rasul,Rural,26,1.3,1.3,100,0,0
